Series Name,Series Code,Country Name,Country Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
GINI index (World Bank estimate),SI.POV.GINI,Peru,PER,,,,,,,,,,,,,,,,,,53.7,56.1,56.3,49.4,51.5,53.8,53.5,50.3,50.8,50.5,50.4,47.8,47.3,45.7,44.9,44.7,44.1,43.4,43.5,43.8,
GINI index (World Bank estimate),SI.POV.GINI,Philippines,PHL,,,,,,41,,,40.7,,,43.8,,,42.9,,,46,,,42.8,,,41.5,,,42.9,,,41.8,,,42.2,,,40.1,,
GINI index (World Bank estimate),SI.POV.GINI,Poland,POL,,,,,,,,,,,,,,26.7,,,32.7,,32.3,32.6,33,32.8,34.1,34.9,35.4,34.5,33.7,33.5,33.7,33.6,33.2,32.8,32.4,32.5,32.1,31.8,,
GINI index (World Bank estimate),SI.POV.GINI,Portugal,PRT,,,,,,,,,,,,,,,,,,,,,,,,38.7,38.9,38.5,38.1,36.7,36.6,34.9,35.8,36.3,36,36.2,35.6,35.5,,
GINI index (World Bank estimate),SI.POV.GINI,Puerto Rico,PRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GINI index (World Bank estimate),SI.POV.GINI,Qatar,QAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GINI index (World Bank estimate),SI.POV.GINI,Romania,ROU,,,,,,,,,,,,,,,,,,,31.1,29.4,29.3,29.4,30.2,29.9,30,29.8,30.5,30.2,29.6,28.2,28.2,27.2,27.3,27.5,,,28.3,
GINI index (World Bank estimate),SI.POV.GINI,Russian Federation,RUS,,,,,,,,,,,,,,48.4,,,46.1,38.4,38.1,37.4,37.1,36.9,37.3,40,40.3,41.3,41,42.3,41.6,39.8,39.5,39.7,40.7,40.9,39.9,37.7,,
GINI index (World Bank estimate),SI.POV.GINI,Rwanda,RWA,,,,,28.9,,,,,,,,,,,,,,,,48.5,,,,,52,,,,,51.3,,,50.4,,,,
GINI index (World Bank estimate),SI.POV.GINI,Samoa,WSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,
GINI index (World Bank estimate),SI.POV.GINI,San Marino,SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GINI index (World Bank estimate),SI.POV.GINI,Sao Tome and Principe,STP,,,,,,,,,,,,,,,,,,,,,32.1,,,,,,,,,,30.8,,,,,,,
GINI index (World Bank estimate),SI.POV.GINI,Saudi Arabia,SAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GINI index (World Bank estimate),SI.POV.GINI,Senegal,SEN,,,,,,,,,,,,54.1,,,41.4,,,,,,,41.2,,,,39.2,,,,,,40.3,,,,,,
GINI index (World Bank estimate),SI.POV.GINI,Serbia,SRB,,,,,,,,,,,,,,,,,,,,,,,32,32.8,35.5,36.5,29.7,28.7,27.6,28,29,,,29,,28.5,,
GINI index (World Bank estimate),SI.POV.GINI,Seychelles,SYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.8,,,,
GINI index (World Bank estimate),SI.POV.GINI,Sierra Leone,SLE,,,,,,,,,,,,,,,,,,,,,,,,40.2,,,,,,,,34,,,,,,
GINI index (World Bank estimate),SI.POV.GINI,Singapore,SGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GINI index (World Bank estimate),SI.POV.GINI,Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GINI index (World Bank estimate),SI.POV.GINI,Slovak Republic,SVK,,,,,,,,,,,,,,,,,25.8,,,,,,,,27.1,29.3,25.8,24.7,26,27.2,27.3,26.5,26.1,28.1,26.1,26.5,,
GINI index (World Bank estimate),SI.POV.GINI,Slovenia,SVN,,,,,,,,,,,,,,29.2,,,,,,,,,,,24.8,24.6,24.4,24.4,23.7,24.8,24.9,24.9,25.6,26.2,25.7,25.4,,
GINI index (World Bank estimate),SI.POV.GINI,Solomon Islands,SLB,,,,,,,,,,,,,,,,,,,,,,,,,,46.1,,,,,,,,37.1,,,,
GINI index (World Bank estimate),SI.POV.GINI,Somalia,SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GINI index (World Bank estimate),SI.POV.GINI,South Africa,ZAF,,,,,,,,,,,,,,59.3,,,60.7,,,,57.8,,,,,64.8,,,63,,63.4,,,,63,,,
GINI index (World Bank estimate),SI.POV.GINI,South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.3,,,,,,,,
GINI index (World Bank estimate),SI.POV.GINI,Spain,ESP,,,,,,,,,,,,,,,,,,,,,,,,31.8,33.3,32.4,33.5,34.1,34.2,34.9,35.2,35.7,35.4,36.2,36.1,36.2,,
GINI index (World Bank estimate),SI.POV.GINI,Sri Lanka,LKA,,,,,,32.5,,,,,32.4,,,,,35.4,,,,,,,41,,,,40.3,,,36.4,,,39.2,,,,39.8,
GINI index (World Bank estimate),SI.POV.GINI,St. Kitts and Nevis,KNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GINI index (World Bank estimate),SI.POV.GINI,St. Lucia,LCA,,,,,,,,,,,,,,,,42.6,,,,,,,,,,,,,,,,,,,,,,
GINI index (World Bank estimate),SI.POV.GINI,St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GINI index (World Bank estimate),SI.POV.GINI,St. Vincent and the Grenadines,VCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GINI index (World Bank estimate),SI.POV.GINI,Sudan,SDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.4,,,,,,,,
GINI index (World Bank estimate),SI.POV.GINI,Suriname,SUR,,,,,,,,,,,,,,,,,,,,57.6,,,,,,,,,,,,,,,,,,
GINI index (World Bank estimate),SI.POV.GINI,Swaziland,SWZ,,,,,,,,,,,,,,,60.5,,,,,,53.1,,,,,,,,,51.5,,,,,,,,
GINI index (World Bank estimate),SI.POV.GINI,Sweden,SWE,,,,,,,,,,,,,,,,,,,,,,,,25.3,26.1,26.8,26.4,26.4,26.8,26.3,26.5,26.9,27.1,27.8,28.4,29.2,,
GINI index (World Bank estimate),SI.POV.GINI,Switzerland,CHE,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9,34.3,33.8,32.9,32.6,31.7,31.6,32.5,32.5,,,
GINI index (World Bank estimate),SI.POV.GINI,Syrian Arab Republic,SYR,,,,,,,,,,,,,,,,,,,,,,,,,35.8,,,,,,,,,,,,,
GINI index (World Bank estimate),SI.POV.GINI,Tajikistan,TJK,,,,,,,,,,,,,,,,,,,,29.5,,,,32.7,33.6,,,32.2,,30.8,,,,,,34,,
GINI index (World Bank estimate),SI.POV.GINI,Tanzania,TZA,,,,,,,,,,,,35.3,,,,,,,,,37.3,,,,,,,40.3,,,,37.8,,,,,,
GINI index (World Bank estimate),SI.POV.GINI,Thailand,THA,,45.2,,,,,,,43.8,,45.3,,47.9,,43.5,,42.9,,41.5,43.1,42.8,,41.9,,42.5,,41.8,39.8,40.3,39.6,39.4,37.5,39.3,37.8,,,,
GINI index (World Bank estimate),SI.POV.GINI,Timor-Leste,TLS,,,,,,,,,,,,,,,,,,,,,,35.9,,,,,,27.8,,,,,,,28.7,,,
GINI index (World Bank estimate),SI.POV.GINI,Togo,TGO,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2,,,,,46,,,,43.1,,
GINI index (World Bank estimate),SI.POV.GINI,Tonga,TON,,,,,,,,,,,,,,,,,,,,,,37.7,,,,,,,,37.5,,,,,,,,
GINI index (World Bank estimate),SI.POV.GINI,Trinidad and Tobago,TTO,,,,,,,,,42.6,,,,40.3,,,,,,,,,,,,,,,,,,,,,,,,,
GINI index (World Bank estimate),SI.POV.GINI,Tunisia,TUN,,,,,,43.4,,,,,40.2,,,,,41.7,,,,,40.8,,,,,37.7,,,,,35.8,,,,,,,
GINI index (World Bank estimate),SI.POV.GINI,Turkey,TUR,,,,,,,,43.5,,,,,,,41.3,,,,,,,,41.4,42.2,41.3,42.6,39.6,38.4,39,39,38.8,40,40.2,40.2,41.2,42.9,41.9,
GINI index (World Bank estimate),SI.POV.GINI,Turkmenistan,TKM,,,,,,,,,,,,,,,,,,,40.8,,,,,,,,,,,,,,,,,,,
GINI index (World Bank estimate),SI.POV.GINI,Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GINI index (World Bank estimate),SI.POV.GINI,Tuvalu,TUV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.1,,,,,,,
GINI index (World Bank estimate),SI.POV.GINI,Uganda,UGA,,,,,,,,,,44.4,,,41.4,,,,39,,,43,,,45.2,,,42.9,,,,44.2,,,41,,,,,
GINI index (World Bank estimate),SI.POV.GINI,Ukraine,UKR,,,,,,,,,,,,,,,,39.3,35.2,,,,,,29,28.7,28.9,29,29.8,27,26.6,25.3,24.8,24.6,24.7,24.6,24,25.5,25,
GINI index (World Bank estimate),SI.POV.GINI,United Arab Emirates,ARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GINI index (World Bank estimate),SI.POV.GINI,United Kingdom,GBR,,,,,,,,,,,,,,,,,,,,,,,,,36,34.3,34.6,35.7,34.1,34.3,34.4,33.2,32.3,33.2,34,33.2,,
GINI index (World Bank estimate),SI.POV.GINI,United States,USA,,,,,,,37.5,,,,,38.2,,,40.2,,,40.8,,,40.4,,,,40.5,,,41.1,,,40.4,,,41,,,41.5,
GINI index (World Bank estimate),SI.POV.GINI,Uruguay,URY,,43.6,,,,,,,,42.4,,,,,,,,,,,,,,,,,45.9,46.4,45.1,45.6,44.5,42.2,39.9,40.5,40.1,40.2,39.7,
GINI index (World Bank estimate),SI.POV.GINI,Uzbekistan,UZB,,,,,,,,,,,,,,,,,,,44.7,,36.1,,33,35.3,,,,,,,,,,,,,,
GINI index (World Bank estimate),SI.POV.GINI,Vanuatu,VUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6,,,,,,,
GINI index (World Bank estimate),SI.POV.GINI,"Venezuela, RB",VEN,,55.6,,,,,,53.4,,45.3,,,42.5,,,47.8,,,49.8,48.3,,48.2,50.6,50.4,49.8,52.4,46.9,,,,,,,,,,,
GINI index (World Bank estimate),SI.POV.GINI,Vietnam,VNM,,,,,,,,,,,,,35.7,,,,,,35.4,,,,37,,36.8,,35.8,,35.6,,39.3,,35.6,,34.8,,,
GINI index (World Bank estimate),SI.POV.GINI,Virgin Islands (U.S.),VIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GINI index (World Bank estimate),SI.POV.GINI,West Bank and Gaza,PSE,,,,,,,,,,,,,,,,,,,,,,,,,34,34.7,34,35.6,,34.5,35.3,34.4,,,,,,
GINI index (World Bank estimate),SI.POV.GINI,"Yemen, Rep.",YEM,,,,,,,,,,,,,,,,,,,35,,,,,,,34.7,,,,,,,,,36.7,,,
GINI index (World Bank estimate),SI.POV.GINI,Zambia,ZMB,,,,,,,,,,,,60.5,,52.6,,,48.3,,49.1,,,,42.1,,54.3,,54.6,,,,55.6,,,,,57.1,,
GINI index (World Bank estimate),SI.POV.GINI,Zimbabwe,ZWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2,,,,,,
