Series Name,Series Code,Country Name,Country Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Finland,FIN,17233025183,15896941306,15153570988,14637062340,14340126632,15264773599,17894675111,22422561883,26449182658,29576001108,33514227958,28389942655,27792673215,23895076507,29329538987,37987472767,38849339891,38637040431,39579439252,38720434690,41311958725,39489932886,42151326934,52641083521,63757139310,74357666957,84481244511,1.00057E+11,1.17566E+11,86164212281,92707063090,1.09498E+11,1.05055E+11,1.07181E+11,1.04007E+11,85932712141,87773137953,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,France,FRA,1.57541E+11,1.43897E+11,1.39146E+11,1.26747E+11,1.25451E+11,1.30676E+11,1.57688E+11,1.92758E+11,2.13703E+11,2.28608E+11,2.75634E+11,2.74227E+11,2.88901E+11,2.52204E+11,2.80513E+11,3.35922E+11,3.40833E+11,3.26303E+11,3.50646E+11,3.52762E+11,3.70654E+11,3.66599E+11,3.80722E+11,4.53181E+11,5.37141E+11,5.90215E+11,6.51268E+11,7.56838E+11,8.51828E+11,6.86824E+11,7.39135E+11,8.69267E+11,8.2262E+11,8.56336E+11,8.79944E+11,7.58772E+11,7.69431E+11,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,French Polynesia,PYF,,,,,,,,,,,,914657050.7,893678246.1,909585578.5,870433963.4,1004626344,1015821963,935821309.7,1084895089,919967818.5,835298175.6,,,,,,,,,,,,,,,,,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Gabon,GAB,1353656767,1571772410,1435152241,1476646950,1431720921,1913133446,1861937649,1484012449,1602494055,1724720018,1836814829,1797631393,1889852814,1512752826,1603032258,1772673217,1879469239,1983293967,2177525350,1777483514,1655659044,1473711135,1707297197,1843491822,2073131765,2293295083,2897165198,3309244454,4156167870,3780351103,4522117926,5229341544,5390540483,5853783094,5272025662,4030589470,3849574079,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,"Gambia, The",GMB,153323649,146040649.2,128849137.4,133366216.9,114896375.7,121703202.4,104144404.3,130802612.2,155879196.2,185466005.6,226976773.7,239290744.4,263205829.8,275121697.5,214067398.6,279037959.8,247309659.9,204004039.1,240030742.9,228252406.7,239267915.8,172597799.5,187843250.8,183930243.1,282224358.2,309491111.2,309279975.2,336041928.3,384430651.9,377495939.1,406564747.3,368898521.8,402950541,369401956.7,404385675.6,457648618.3,404200831,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Georgia,GEO,,,,,,,,,,,3514920847,1986754967,2446203314,1938101600,2743399815,1140170044,1001841200,1479432987,1340894551,1066705912,1212806559,1251368868,1439800036,1852880246,2469474798,3305973878,4416173613,5895237294,7472763684,5268644597,6141011614,7906428698,9158996851,9303346219,9983201733,8713813290,8529809851,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Germany,DEU,2.20784E+11,1.92504E+11,1.82638E+11,1.79451E+11,1.7778E+11,1.82964E+11,2.26598E+11,2.72706E+11,3.00381E+11,3.20598E+11,4.07985E+11,4.51406E+11,4.83783E+11,4.19708E+11,4.61884E+11,5.5819E+11,5.53013E+11,5.37124E+11,5.63711E+11,5.79209E+11,5.95915E+11,5.87284E+11,5.86295E+11,7.2485E+11,8.57267E+11,9.3513E+11,1.07763E+12,1.25079E+12,1.40658E+12,1.12325E+12,1.26613E+12,1.50043E+12,1.41377E+12,1.47994E+12,1.50883E+12,1.31247E+12,1.32671E+12,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Ghana,GHA,406950193,224767431.9,120354808.2,242989414.7,475228312.9,612110907.2,1153286611,1328870748,1250710520,1278450302,1522368639,1683755435,1845128146,2172624037,2001557531,2128753128,2780426911,3651811035,3495721453,3830866092,3350893191,3444743962,3383649798,4320560568,5361416565,6623811100,8312720240,10108835864,12690121373,10989375852,14768574004,19529465075,22147874708,22689841615,18894242070,20798224964,20432494131,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Greece,GRC,14356165468,13479682042,13459200000,12208637384,11571636941,11598554898,14070950341,15884210871,17767852750,19664088754,24815115649,25647744251,27828549339,25002288347,25323011236,31047568613,33853424547,33000637714,37510447250,40084619007,45152926479,45421484653,46512543290,59861400339,70208942637,73315604776,86576754610,1.11487E+11,1.27493E+11,94913550014,91984510746,92985185782,81399960099,79551948571,82430385380,61929992132,60083185399,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Greenland,GRL,,,,,,,,,,,,,,,,,,,,,,,,793645733.7,919113351.5,1087845387,1070760745,1321380679,1775622291,1388181089,1909372166,2411142362,1623875701,1560440147,1368035635,1121063036,,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Grenada,GRD,66370370.37,78703703.7,79000000,71777777.78,71148148.15,88111111.11,105807407.4,115092592.6,119888888.9,128629629.6,138800000,149118518.5,138625925.9,159318518.5,161914814.8,169207407.4,194092592.6,212592592.6,253185185.2,266296296.3,310138518.5,280206740.7,272108074.1,311462481.5,319120963,396159888.9,402395592.6,436385259.3,451733185.2,360979629.6,379569185.2,395495481.5,395684296.3,424283148.1,536930185.2,565461000,553047296.3,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,1616000000,1654000000,1785000000,1843000000,2079000000,2489000000,2673000000,2639000000,2719000000,2949000000,3037000000,3206000000,3293000000,3054000000,2964000000,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Guatemala,GTM,1963300000,2031500000,1628999900,1316999900,1434800000,1262260870,1055296758,1579400000,1720152710,1890234375,1900441393,2028674263,2849959386,2972637257,3226457087,3726947076,3539826241,4197723122,5091722544,5011135842,5584251001,7731195124,8255176358,8807845154,10090008721,11155024024,12662799253,14441181174,15422690776,12501500950,15009742234,17803195725,18197252859,18755600244,19706916272,19223263051,18769016829,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Guinea,GIN,,,,,,,539720564,626828740.3,740909308.1,724403496.1,891764001.2,922121889.5,856409525.1,920887064.9,874985347.9,905906827.5,941918716.9,864746362.7,966133346.9,901093975.1,867392015.6,850549843.3,854522371.1,868000109.3,946513576.3,1031237407,,,,,,,,,,,,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Guinea-Bissau,GNB,46299659.05,55268030.3,68336755.65,52759846.68,71013939.1,83018771.88,41457271.63,67719955.58,84150250.52,98449728.34,90350137.8,97180088.87,113409959,77499974.23,80839738.73,89252263.34,86090212.08,107106561.3,74000259.82,96100135.48,122592301.4,105220708.1,97104771.64,117152486,140134374.5,167664091.9,192413664,236085620.8,284083283.5,289214236,299729829.9,340256676.4,254421184.9,270137072.2,339011935,340897401,315061258.7,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Guyana,GUY,564840000,526500035.7,337800000,316000000,224763157.9,280627907,268534883.7,321836724.5,281100010,279264716.9,316708863.3,431100006.3,562755039.2,606913506.1,637853880,696946803.5,766890754.3,820130855.8,774290376,726372183.4,788842315.4,775788270.7,761910780.7,740377886,830381842.8,983311406.6,1132778489,1355979613,1649533745,1522721255,1798283995,2201600353,2475231004,2351351693,2256157931,2028406780,2027414044,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Haiti,HTI,,,,,,,,,,,,1024563651,563519040.3,711988106.5,535669473.8,807821954.5,840148969.2,882868456.9,991314911,1233630342,1321157306,1299799125,1250023849,1416822809,1546384284,1850861101,2141664616,2384476398,2854055495,2803367541,4288035604,4432974850,4194505775,4419888094,4628018425,4409818544,4109301856,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Honduras,HND,1130499950,1063000000,814499950,899500050,1063000000,1087000050,1078000000,1072500000,1148497854,1223793103,1217898833,1152970828,1240473635,1521769156,1711421368,1880396246,2096368243,2416349810,2813293944,3007456446,4718162982,4884629392,5074550500,5547940677,6757991016,7494273021,8356510679,10012098533,11641784770,8369540251,10086959053,12567100666,13022838332,12645008695,12923205573,13151445419,12485925115,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,"Hong Kong SAR, China",HKG,25762544965,28586942909,27223018501,27592908660,32155666411,33514915028,39269027206,51815652129,66398923905,73513762997,83645022979,1.00109E+11,1.22485E+11,1.36736E+11,1.60442E+11,1.89046E+11,1.96723E+11,2.09984E+11,1.86279E+11,1.7829E+11,2.08787E+11,2.0003E+11,2.06139E+11,2.28647E+11,2.68979E+11,3.0002E+11,3.36799E+11,3.71855E+11,4.01812E+11,3.64441E+11,4.56013E+11,5.19399E+11,5.63915E+11,6.09318E+11,6.20475E+11,5.98683E+11,5.9447E+11,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Hungary,HUN,,,,,,,,,,,,10262119027,10753751994,12158862702,13377874630,18157126301,19289549004,22168396246,26512481011,28621076148,33265478108,35502180723,40616214095,51346500127,66027932515,73251717961,86552740149,1.08043E+11,1.2469E+11,91900265739,1.00186E+11,1.13531E+11,1.01928E+11,1.06393E+11,1.13873E+11,99966140710,99968633743,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Iceland,ISL,1183645760,1243555771,1167169024,1023944801,1075241985,1179757794,1367045796,1923472051,1967213572,1750390175,2063905078,2218146409,2122465614,1816901959,1930186714,2243328735,2619633367,2654987074,3241495357,3321200023,3521420576,3112129791,3161429474,4066224302,5216257763,7093774858,8231504702,9057419405,7661399533,5243419520,5761757379,7133281373,7251643774,7345477987,8075087124,7768937588,8536232743,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,India,IND,17185368006,16545589065,16305101700,17099802145,16352793174,17734900126,17445341352,19431448919,22059460063,24076696406,27068347589,22887476748,27574767577,27354991286,33271248862,43216689533,45250757676,49490977677,53306090616,61170611046,64971207882,65065216524,78314209114,94848356579,1.38983E+11,1.83305E+11,2.29415E+11,3.02093E+11,3.50103E+11,3.46362E+11,4.48917E+11,5.66667E+11,5.71307E+11,5.27555E+11,5.2924E+11,4.65097E+11,4.67122E+11,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Indonesia,IDN,16076492698,21847220126,23709141552,23354265856,18156228497,17862288881,16401727045,17006296447,18491665719,21807734609,27645659824,31469555328,34649936943,37555937063,44869883142,55882279824,60116979038,60700151259,41249712042,38402067922,50264686470,49355195402,51638437161,54323622341,70744690514,85533800864,93411753739,1.09755E+11,1.46707E+11,1.15217E+11,1.69158E+11,2.12997E+11,2.29362E+11,2.25519E+11,2.17485E+11,1.78472E+11,1.70658E+11,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,"Iran, Islamic Rep.",IRN,27125991304,28082907606,26415543503,37834565739,26971526132,25746070825,21773514754,11695655291,17595820159,21819187476,29707835778,,,13150789257,9571397629,12985745384,18092098185,17511229164,18245137477,17752833900,21688407084,26939208541,30560192008,40000915039,49500478448,54596877012,62043181819,73628015383,87923600000,86903100000,94350200000,1.02453E+11,1.39199E+11,1.09607E+11,93253715078,74373116396,87190863041,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Iraq,IRQ,16856078564,23935997291,28299497487,13368607269,13883563847,14396912190,12459311676,14790607913,14258282406,15012222580,13361852686,,,,,,,,,,,,,,23428329928,30669639946,25156254389,25046687814,40441240440,43868500000,47207400000,51552600000,63438829972,84500000000,86700000000,73515935851,69900000000,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Ireland,IRL,12600905163,11905907466,10937756875,10545460018,11057699846,11426997002,13790559559,16385098432,18745180324,21007093202,24812176110,25321116745,28596732681,27904819514,33418613899,43269876641,48476636215,53976717049,66249969721,72574459940,80531910816,86982577897,93775299078,1.07934E+11,1.28266E+11,1.45393E+11,1.64678E+11,1.95721E+11,2.07683E+11,1.88489E+11,1.91942E+11,2.01768E+11,2.02381E+11,2.08874E+11,2.45689E+11,2.66043E+11,3.03526E+11,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Israel,ISR,11434313725,12228587719,11725921811,12014055160,12012266030,11785021630,12704801788,16608324846,17261252111,17498202515,20434455213,22533431574,24173549022,27077950355,30558434758,35384053399,37633549519,37370847104,36161679956,41205884484,47198145832,44054973013,43361897927,44930721767,52894466756,58275508612,62598411060,74060027750,84522017837,63678508761,76856913613,92886727593,92760494826,91999157638,95006632773,84520097741,89536301620,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Italy,ITA,1.08719E+11,1.01688E+11,95631514961,87948525242,93816819484,97309709157,1.11775E+11,1.41592E+11,1.56282E+11,1.72088E+11,2.13294E+11,2.09833E+11,2.30097E+11,1.84825E+11,2.04219E+11,2.46749E+11,2.51575E+11,2.53776E+11,2.6703E+11,2.68125E+11,2.83348E+11,2.84494E+11,3.00495E+11,3.59574E+11,4.22258E+11,4.58759E+11,5.2576E+11,6.1215E+11,6.6351E+11,5.05483E+11,5.7711E+11,6.50488E+11,5.72068E+11,5.66796E+11,5.69203E+11,4.94802E+11,4.93657E+11,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Jamaica,JAM,1367576008,1662512631,1602054564,1557292154,1462361748,1379717951,1263974607,1520804892,1829409977,2308115535,2382307920,2092258584,2232222723,2703405022,2820904251,3512729833,3595777128,3865494283,,,,,4758360115,4844203349,5255580372,6186480000,7216428355,7888835795,9798540867,6309020228,6541633097,7721221294,7678322135,7526663215,7434188643,6554984876,6316423518,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Japan,JPN,1.60032E+11,1.68719E+11,1.55267E+11,1.49383E+11,1.60745E+11,1.52558E+11,1.52274E+11,1.83444E+11,2.35913E+11,2.70513E+11,2.98199E+11,3.00775E+11,3.01666E+11,3.10554E+11,3.4844E+11,4.20001E+11,4.3723E+11,4.19041E+11,3.51132E+11,3.83087E+11,4.49416E+11,4.11807E+11,3.97824E+11,4.42069E+11,5.27274E+11,5.94571E+11,6.55042E+11,7.04407E+11,8.55184E+11,6.26196E+11,7.7386E+11,9.52436E+11,9.98182E+11,9.39997E+11,9.70348E+11,7.91424E+11,7.49688E+11,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Jordan,JOR,3335683115,4320520581,4413333333,4002203250,3950845254,3808160162,3427142857,3898670606,4060112209,3140445527,3728039777,3469819357,4323771845,4493217925,4394962931,4901826484,5415937800,5180015233,5084211425,4984463329,5795768688,6027221439,6383638928,6967136812,9406911142,11859379408,13231029619,15700423131,19227842750,16458591549,,,,,,,,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Kazakhstan,KAZ,,,,,,,,,,,,,18762813719,10941175021,10012758209,8872714503,7573731861,8299522121,7716342003,6768075132,8980867261,10401587070,11589310878,13272770060,18947365751,25458960716,32788937849,44926931105,49571450184,39121513227,44257402192,51341117359,61596840640,63395749140,56749423662,45236052412,38881358137,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Kenya,KEN,2608235978,2318209877,2029695253,1686897689,1984603544,1849498225,2163994344,2104101069,2306399998,2495151434,2685575057,2327741798,2189415460,1953011707,2446513113,3542002162,3868106886,4114513902,4048921326,3528289966,4030326454,4287364072,3980439980,4478129486,5290013363,6739991079,8329130883,10218887780,12529038544,11414106940,13427982209,16287456030,17915546743,18296306789,20278666821,17678092712,16475231527,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Kiribati,KIR,19106809.38,30632957.94,26881428.14,22813333.33,21883808.69,14818353.24,13489304.81,36961209.91,37073521.37,39542938.48,46922488.49,44998597.91,58870813.75,48502651.98,44897426.52,58672498.15,61460208.15,61702241.35,52359341.63,64800000,62685876.62,61705648.08,79426002.39,83956417.41,93162597.44,124798625.4,98644578.31,116267843.7,124120030.2,114252456.7,122459548.7,151976998.5,174572375.2,173633520,169821525.1,174968071.5,173580136.8,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,"Korea, Dem. People’s Rep.",PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,"Korea, Rep.",KOR,24125578256,26946243190,25589401981,26156106993,27561477952,25961357210,32654716660,41422492919,51915868047,62571858339,72410421612,85461512238,87029142381,90604108787,1.12196E+11,1.4933E+11,1.68781E+11,1.65333E+11,1.1077E+11,1.35248E+11,1.84992E+11,1.66198E+11,1.78606E+11,2.08857E+11,2.63624E+11,3.08732E+11,3.68143E+11,4.27273E+11,5.0083E+11,3.86595E+11,5.06037E+11,6.52368E+11,6.54764E+11,6.38384E+11,6.35406E+11,5.30642E+11,5.00172E+11,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Kosovo,XKX,,,,,,,,,,,,,,,,,,,,,,,,,,,1950194455,2448672324,3085262927,2936263545,3230651656,3875729775,3503661827,3507833245,3783335545,3294887435,3398444444,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Kuwait,KWT,9822419904,9641319943,11299061827,10299519383,9685916920,9165558178,8596007915,8302834230,8885305018,10057862832,10701388542,13839254661,10766871506,10602648675,10518518519,11410857574,12341349699,12017803825,13254593176,11879106439,11368970013,12399739485,13961829878,16500000000,19246691551,22839041096,24541695382,32463054187,38210565476,31129256428,35034891835,39891304348,45744908896,46579689704,51278988053,51480225989,51478491066,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Kyrgyz Republic,KGZ,,,,,,,,,,,1325000000,941666666.7,1102500000,835151515.2,673552447.6,703590535,1033631429,816580728.8,955086965.7,711921997.7,651739833.9,564633756.2,695875684.7,868382999,1133628671,1396890651,2239825766,3199684856,4757397210,3690178794,3915960865,5059940751,6292831537,6731841257,6547842569,5060187304,4710212961,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Lao PDR,LAO,,,,,111428571.4,231111111.1,136842100,152469487.3,191065571.2,228467540.5,212221818.9,259372152.5,305692108.3,413821982.4,614700001.5,658400005.8,769300009.2,720900005.1,612099978.5,642605486,660890000,672540000,676940000,750080000,974190000,1171610000,1512580000,1925600000,2650920000,2732590000,3516590000,4493220000,6146240000,7166060000,7736200000,7460877986,6716565824,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Latvia,LVA,,,,,,,,,,,,,,,,2275390759,2953175089,3181698524,3677526510,3377901754,3561696408,4044694426,4459960209,5717024966,7852404059,9757176105,13006613995,17759662153,18673335770,11573236030,13097832088,17722855204,18490673666,19318800528,19486091365,16430284210,16307280043,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Lebanon,LBN,,,,,,,,,,2489055140,2836044898,3748891033,4207024670,5335122364,5989999913,7304200110,7563885156,7490743748,7063369153,6391244718,6202985075,7051409619,6692537313,7501824212,12217578773,12464344942,12636152570,15498507463,19869814135,20294686989,23142116397,25722307896,26623896740,26925156435,25783149269,23336338282,23370607170,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Lesotho,LSO,475089881.9,508034188,,,,,,,,,,,,,,,,,,,,,,,,,,1880617169,1911937309,1986901849,2412540758,2632465301,2686796784,2250123158,2151612115,2048943835,1904851226,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Liberia,LBR,614000100,560899800,559000100,506000100,426000100,404999900,368999900,,,,,,,,,,,213000000,141500000,184100000,206000000,163688100,167127500,149193600,1058000000,1162000000,1176000000,1747000000,1230250100,1096780000,1197494500,1459790300,1549000000,1876694200,2184836500,2167200000,2106800000,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Libya,LBY,,,,,,,,,,,8994703390,9843249020,8629261364,9671484888,7471584386,5725902894,6662087912,6706443914,5690761334,5245795602,5251854744,5673442406,6982677165,8745312500,10722807615,12848403317,15554049939,19934262633,25254985289,26990027922,31477739185,15542395033,32541808671,42464181804,41375353662,31727246377,,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Lithuania,LTU,,,,,,,,,,,,,,,,3760052306,4296020112,5570465170,5679422098,4652317911,5161332154,6065910833,7570066967,9769110547,12317922131,15956117552,19907525662,25227037083,32878310405,20075458021,24952274895,33714511263,34605459625,38438912381,38340614748,31677886224,31292180055,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Luxembourg,LUX,5036580080,4242402542,3911777856,3820305799,4136471307,4438728582,5899257179,7482725122,8462342622,8950196048,11253881458,12316127112,13023095859,13139891674,14801672776,17732486316,18272295765,18693078484,21565467882,24100925847,26253223696,26357587472,27602419537,34050282167,44457047430,50828521328,61225635428,76137222831,87376805332,67759441512,75369252983,87282705847,88087593005,97926858993,1.1545E+11,1.08328E+11,1.0915E+11,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,"Macao SAR, China",MAC,,,1137203251,1152434286,1266769545,1256813522,1480432287,1796798921,2049473920,2344564906,2513152973,2895068900,3195940946,3309528591,3588055727,3620321795,3468693513,3585445062,3445881586,3669715587,3962920046,4033733740,4358055120,4776966040,5761511805,6321478948,7472817257,9549645964,9864340844,7565472239,9183474545,11993215435,14226961539,15673338090,17504726371,17571571697,15639204012,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,"Macedonia, FYR",MKD,,,,,,,,,,,1603480565,1214969388,1235972108,1394808319,1636859122,1902913386,1703283208,1899399719,2002835930,1915757243,1781287934,1568409000,1817612487,2147331759,2850790824,3193976913,3757217971,5166645055,6772738889,5111857889,5464748071,6933562133,6513782541,6648647600,7371282875,6536207328,6953629769,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Madagascar,MDG,1202045776,820213764.7,728723582.8,615724223.7,526427278.6,586093618.3,506563070.1,577421068.6,564192209.3,556341691.8,863652161.7,708089366.9,746051704.3,829743807.4,881169926.4,1002050698,1038878682,1062314497,1094596245,1197396427,1473714280,1462698058,992629459.6,1755712693,2072165751,2295538580,2524543112,3823250484,5356795492,4414320825,3758114787,4187943169,4361406682,4594434053,4564172572,3462205244,3576318355,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Malawi,MWI,480236424.1,389813470.3,340407389.9,346441947.6,319230225,338258391,296491322.3,329017068.9,449068871.3,548903786.9,628568287.6,645800021.4,763999972.2,667200031.8,729705611,672015402,727117725.4,894458228.4,667060400.3,768862087.5,616067736.7,671619118.7,910299895.8,984214280.2,1133832239,1437753337,1468256687,1468506042,2091602995,1959722458,2426181902,2241778331,2512556031,2351568371,2399198296,2283620296,2446898713,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Malaysia,MYS,13533271303,14692616510,16036111844,17211826778,17844908431,15592764317,13979331913,15777107279,19825874064,25372860123,31883248919,40044733779,44155181215,52860417233,67592211553,86952551834,90961920661,92380225708,67655931512,76187894737,94350000000,86253947368,91820526316,96153421053,1.18513E+11,1.30552E+11,1.4706E+11,1.67027E+11,1.78116E+11,1.43891E+11,1.81099E+11,2.0762E+11,2.15525E+11,2.16893E+11,2.18113E+11,1.86603E+11,1.8082E+11,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Maldives,MDV,87100000,93600000,93700000,96500000,95200000,85000000,86200000,94900000,115800000,140200000,177720795.8,202570224.4,237300000,256976040.1,281896971.5,,,,,,,,,,,,1046484375,1635687352,2076965008,1480031945,1693203242,2424997317,2137043476,2403456201,2756017555,2774065448,3197300305,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Mali,MLI,514247471.1,443268447,395235879.5,416358418.5,454692650.3,594720677.9,647482471.4,637532999.3,699433469.8,632842468.4,829530662.8,851446738.8,958831214.3,856534726,770106159,992802336.9,934859797.4,895732070.2,844696126,1024115514,973208000.3,1174335576,1156885513,1545515187,1722328562,1944481571,2245728118,2647158117,3756036385,2935591312,3753380432,4047531704,3954062692,5286919876,5463282917,5186864011,5543304857,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Malta,MLT,1080289709,1001867673,945154375,858687779.2,842635347.8,884790812.6,1059441665,1374164264,1613825873,1747152501,2258063353,2416347145,2680610176,2549153958,2870834261,4530520428,4408051453,4279168057,4432533982,4732350409,5448559671,4772107221,5028809029,5830431319,6353388142,6830742445,8570066491,10163701068,13351252380,12727424285,13475761589,15028332102,14791441120,15297520514,15355493999,14000218241,14145779769,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,,,,115872600,130974400,128326800,139687000,137814800,155190100,183213400,166686200,170406000,192006100,175150800,164352900,163209900,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Mauritania,MRT,472621686.9,560587076.3,635455054.3,601550396.2,531665312.9,551938836.4,636796680.3,605800778.6,603421657.2,556924695.7,619220688.5,591063842.2,423125759.8,374906550.2,533234083.8,654323243.8,653619250.6,595923082.8,536222118.5,514710234.2,586066741.9,604109626,559797982.7,731711211.6,1221237736,1801743693,1573298585,1951415386,2667156956,2083370101,2657259281,3236633620,4152728049,4123778642,3546400023,3500450331,3003669799,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Mauritius,MUS,695183686.2,630448162,538882501.7,512463480.9,541292580.6,596406022.3,787664112.2,1175707785,1487456931,1560741780,1914623070,1886943133,2016680374,2097744787,2329179751,2467920144,2842083563,2778038970,2773468597,2892939672,2838633732,2836868720,2802349643,3107144777,3601069149,4138397488,4823089368,5298319905,6435675926,5180852196,6224223958,7497875009,7667254576,7466076466,7967578441,6879968736,6558179409,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Mexico,MEX,25215695652,32350081633,17920283688,14024762698,16777514899,19063168548,17389311867,18775671165,33950973120,42503284583,51767986205,60602974424,73709195127,69669686417,84163224793,71983639437,95359265205,1.15762E+11,1.30659E+11,1.49426E+11,1.83589E+11,1.80335E+11,1.84712E+11,1.87873E+11,2.15619E+11,2.42652E+11,2.78522E+11,3.05989E+11,3.32287E+11,2.57337E+11,3.26637E+11,3.80779E+11,4.00635E+11,4.12197E+11,4.33209E+11,4.2699E+11,4.18274E+11,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,"Micronesia, Fed. Sts.",FSM,,,,89800000,,,,,,,,,,,,,,,,,,,,,185018400,187565000,193532000,193916600,221795100,239758300,240164500,254198100,264934500,260436500,233632600,244221500,238857800,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Moldova,MDA,,,,,,,,,,,,,,,,1015988719,1252989935,1433779957,1230250000,789339997.3,971880000.6,1088799997,1295120003,1728270000,2130559996,2739462189,3132123128,4275318330,5667512221,3997496760,4564736889,6021114017,6114900012,6435869323,6268987432,4810649095,4843320551,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Monaco,MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Mongolia,MNG,,1640949933,1645216267,1701452967,1365680775,1491340800,2357290000,2182762167,2115665933,1927175667,1033205140,1963530568,479118638.5,541030589.9,504816597.2,603552981.9,571254552.4,558878338.7,669128488.1,656469894.8,771837167.2,830538468,946734020.5,1083962182,1405234670,1605232631,1826066274,2467564065,3777731776,2637353047,4074354773,7749643979,8115246247,7728160146,6978077022,5245197267,5079946823,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,503067372.6,718955758.6,769183020.1,802404161.5,1204292277,1378592215,2132509095,3180862305,4219318881,2707481245,2596760265,2918516820,2783478093,2742331386,2752019371,2454886326,2752348451,
